popularity;acousticness;danceability;duration_ms;energy;instrumentalness;key;liveness;loudness;mode;speechiness;valence;music_genre
41;0.602;0.695;155027;0.53;0.0000167;10;0.076;-12.893;1;0.0378;0.885999999999999;Country
38;0.024;0.917;335739;0.714;0;4;0.0995;-9.082;1;0.0494;0.422;Country
47;0.102;0.725;213364;0.552;0;0;0.0611;-8.029;1;0.106;0.35;Country
37;0.714;0.424;192880;0.605;0;4;0.0766;-7.657;0;0.046;0.332;Country
45;0.0438;0.682;-1;0.759;0.000309;3;0.367;-6.225;1;0.0409999999999999;0.863;Country
43;0.429;0.507;227600;0.437;0.0000518;1;0.195;-8.802;1;0.0259;0.26;Country
47;0.0986;0.614;179307;0.53;0.0000019;0;0.09;-8.129;1;0.0254;0.58;Country
53;0.177;0.655;304693;0.429;0;1;0.0643;-12.824;1;0.0289;0.528;Country
53;0.785;0.544;154187;0.34;0.00000389;5;0.734;-13.947;1;0.0411;0.556;Country
37;0.0399;0.674;259067;0.83;0.000164;0;0.599;-6.769;1;0.0347;0.893;Country
39;0.337;0.638;232133;0.847;0.00000406;9;0.0725;-2.574;1;0.0465;0.657999999999999;Country
42;0.609;0.382;190160;0.32;0;8;0.165;-12.941;1;0.0395;0.226;Country
41;0.0352;0.62;201867;0.912;0;6;0.349;-3.891;1;0.0595;0.452;Country
50;0.629;0.795;194400;0.447999999999999;0;6;0.0659;-13.427;1;0.0444;0.96;Country
37;0.159;0.529;196147;0.827;0;3;0.0989;-3.639;1;0.0432;0.623;Country
35;0.325;0.601;260867;0.293;0.00000846;7;0.0813;-16.445;0;0.0509;0.652;Country
50;0.53;0.354;-1;0.356;0.00000182;9;0.265;-6.654;1;0.0273;0.15;Country
40;0.127;0.553999999999999;139067;0.704;0.00305;3;0.0723;-7.211;1;0.0553;0.337;Country
47;0.826;0.628;175440;0.382999999999999;0;0;0.151;-9.216;1;0.0296;0.564;Country
49;0.0249;0.672999999999999;235707;0.818;0;0;0.292;-6.182;1;0.0354;0.638;Country
63;0.0159;0.694;216667;0.718;0.00000161;5;0.287;-6.188;1;0.0322;0.364;Country
45;0.0574;0.52;213762;0.888;0;3;0.114;-5.188;1;0.0839;0.537;Country
36;0.452999999999999;0.579;192200;0.85;0.00000428;7;0.246;-3.328;0;0.027;0.828;Country
62;0.476;0.669;281000;0.446;0.00000304;5;0.153;-11.125;1;0.0312;0.587;Country
40;0.0841;0.604;214760;0.703;0;8;0.131;-5.01;1;0.0413;0.638;Country
39;0.241;0.685;214027;0.660999999999999;0;9;0.0683;-11.741;1;0.0528;0.745;Country
37;0.263;0.667999999999999;190828;0.755;0.0012;9;0.13;-6.515;1;0.0294;0.6;Country
54;0.247;0.498;-1;0.635;0.0000342;3;0.133;-3.516;1;0.0256;0.228;Country
38;0.0911;0.47;193400;0.805;0;3;0.087;-3.887;1;0.0321;0.636;Country
45;0.268;0.593;220333;0.331;0.0000157;9;0.297;-9.704;1;0.0272;0.262;Country
36;0.0254;0.629;263707;0.833;0;5;0.196;-5.009;1;0.121;0.687;Country
49;0.941;0.552;217773;0.393999999999999;0.00000324;11;0.0655;-5.795;0;0.0305;0.321;Country
44;0.0691;0.477;226813;0.909;0;7;0.216;-3.603;1;0.0626;0.547;Country
48;0.195;0.508;145733;0.648;0;6;0.0895;-14.519;1;0.0569;0.768;Country
35;0.712;0.542;-1;0.342;0.000298;2;0.173;-8.197;1;0.0271;0.351;Country
42;0.484;0.576;203240;0.627;0.00231;6;0.0931;-9.294;1;0.0353;0.92;Country
40;0.05;0.522;227520;0.832;0;8;0.1;-4.186;1;0.0497;0.574;Country
36;0.296;0.684;174727;0.518;0.00000121;10;0.0912;-9.505;1;0.0353;0.586;Country
53;0.276999999999999;0.562;263027;0.757;0;4;0.0745;-3.945;1;0.0253;0.299;Country
54;0.944;0.457999999999999;187373;0.275;0.0194;1;0.271;-11.498;1;0.0261;0.449;Country
61;0.054;0.737;179533;0.442999999999999;0.00614;9;0.0673;-12.171;1;0.0331;0.815;Country
36;0.0337;0.628;234613;0.78;0.00000185;9;0.116999999999999;-4.652;1;0.0263;0.489;Country
38;0.0396;0.777;226419;0.644;0.0000151;10;0.152;-5.79;1;0.0468;0.316;Country
43;0.408;0.74;-1;0.839;0;8;0.226;-4.485;0;0.243;0.204;Country
55;0.228999999999999;0.442999999999999;183827;0.337;0.0000271;0;0.359;-13.017;1;0.0259;0.267;Country
49;0.0818;0.48;271640;0.589;0;1;0.188999999999999;-5.858;1;0.0296;0.254;Country
38;0.0936;0.552;-1;0.397999999999999;0;7;0.198;-6.573;1;0.0277;0.669;Country
47;0.0265;0.711;361173;0.719;0.0000252;9;0.16;-7.345;1;0.0249;0.541;Country
62;0.00507;0.493;225747;0.843;0;10;0.13;-5.924;0;0.0707;0.523;Country
62;0.444;0.499;230240;0.497;0.00000141;2;0.108;-7.811;1;0.0449;0.235;Country
41;0.0391;0.469;210733;0.895;0.0000501;5;0.0954;-4.931;1;0.0604;0.299;Country
37;0.942;0.552;235680;0.196;0;8;0.100999999999999;-10.037;1;0.0314;0.154;Country
37;0.0102;0.603;158208;0.888;0;4;0.264;-6.74;1;0.0398;0.813;Country
44;0.0101;0.698;212760;0.675999999999999;0.0000257;2;0.111999999999999;-11.717;1;0.0277;0.961;Country
51;0.719;0.432;268800;0.353;0;3;0.0897;-6.341;1;0.0258;0.19;Country
41;0.0844;0.5;156307;0.934;0;6;0.116999999999999;-6.75;1;0.111;0.667999999999999;Country
51;0.953;0.589;249733;0.129;0;3;0.107;-8.413;1;0.0384;0.427;Country
38;0.297;0.640999999999999;176565;0.929;0.0000235;0;0.15;-4.841;1;0.0498;0.843;Country
50;0.316;0.745;-1;0.64;0.00000671;9;0.0804;-6.095;1;0.0342;0.899;Country
52;0.00714;0.486;253600;0.825;0;6;0.398999999999999;-3.807;1;0.0413;0.403999999999999;Country
44;0.439;0.799;-1;0.675;0;11;0.207;-5.912;1;0.0446;0.827;Country
40;0.12;0.524;193573;0.486;0;8;0.122;-9.815;1;0.0471;0.223;Country
38;0.19;0.672999999999999;-1;0.824;0;6;0.196;-6.033;1;0.0683;0.765;Country
65;0.0611;0.679;198760;0.552999999999999;0.00000716;11;0.139;-14.687;1;0.0316;0.946;Country
45;0.0807;0.487;219000;0.84;0.0013;5;0.145;-6.275;1;0.0332;0.84;Country
67;0.207;0.592;246760;0.725;0;10;0.148;-8.698;1;0.0412;0.784;Country
44;0.00119;0.42;204858;0.914;0.0000325;3;0.153;-4.644;1;0.115;0.526;Country
58;0.00819;0.625;234462;0.537999999999999;0;3;0.361;-9.805;1;0.0317;0.222;Country
48;0.56;0.518;226067;0.511;0.0017399999999999;6;0.397;-14.916;1;0.0289;0.764;Country
48;0.555;0.636;226080;0.297;0.00000193;11;0.109;-13.719;1;0.0299;0.192;Country
50;0.952;0.537;218787;0.257;0.0000389;0;0.0899;-10.447;1;0.0344;0.168999999999999;Country
43;0.161;0.61;227347;0.691;0;7;0.163999999999999;-4.312;1;0.0285;0.317;Country
70;0.0332;0.494;174087;0.63;0;8;0.115;-5.037;1;0.0436;0.287;Country
39;0.645;0.392;378696;0.246;0.000074;5;0.465;-11.793;1;0.0306;0.286;Country
40;0.812;0.458999999999999;254351;0.397999999999999;0.000149;6;0.0851;-7.99299999999999;1;0.0266;0.153;Country
43;0.0325;0.497;184707;0.895999999999999;0.0000207;9;0.102;-3.514;1;0.0396;0.675;Country
39;0.286;0.408;285333;0.446;0.0000964;8;0.148;-12.945;1;0.0351;0.163999999999999;Country
50;0.0743;0.218;164200;0.336;0.00000161;7;0.134;-12.997;1;0.0301;0.231999999999999;Country
42;0.516;0.513;185313;0.622;0.000269;9;0.15;-8.283;1;0.0316;0.283;Country
63;0.216;0.382999999999999;213939;0.703;0.00000547;6;0.131;-6.988;1;0.228;0.57;Country
41;0.161;0.72;-1;0.521;0;2;0.0912;-7.342;0;0.0399;0.516;Country
51;0.0681;0.503;223707;0.822;0;2;0.145;-4.941;1;0.0506;0.714;Country
37;0.116999999999999;0.526;229640;0.381;0;9;0.355;-10.564;1;0.0284;0.299;Country
37;0.203;0.452999999999999;259840;0.623;0.0182;3;0.318;-7.95799999999999;1;0.0273;0.442999999999999;Country
70;0.0749;0.579;229880;0.775999999999999;0;10;0.239;-5.365;1;0.173;0.434;Country
38;0.0287;0.591;176693;0.949;0;0;0.337999999999999;-1.93;1;0.0559999999999999;0.539;Country
46;0.175;0.479;-1;0.372;0.00011;6;0.123;-10.866;1;0.0322;0.272;Country
35;0.458999999999999;0.503;228554;0.46;0.0000047;7;0.0919;-6.824;1;0.0288;0.115;Country
52;0.311;0.586;176440;0.527;0;6;0.115999999999999;-14.327;1;0.0526;0.867;Country
53;0.0138;0.495;-1;0.828;0;3;0.208;-3.944;1;0.034;0.665999999999999;Country
57;0.00389;0.417;384013;0.685;0.00855;5;0.103;-6.805;1;0.0584;0.223999999999999;Country
48;0.00317;0.569;230293;0.782;0.00000232;2;0.102;-5.769;1;0.026;0.433;Country
42;0.58;0.737;193093;0.41;0;0;0.25;-11.088;1;0.0353;0.397;Country
35;0.537;0.556;243587;0.381;0;10;0.108;-7.494;1;0.0298;0.153;Country
38;0.382;0.591;331627;0.422;0.000697;2;0.104;-12.502;1;0.0355;0.442;Country
49;0.188999999999999;0.321;231840;0.87;0;8;0.111999999999999;-1.535;1;0.163999999999999;0.548999999999999;Country
37;0.221;0.734;221147;0.228;0.0000527;7;0.363;-19.181;0;0.185;0.196999999999999;Country
40;0.165;0.677999999999999;288800;0.72;0.00000573;6;0.114;-6.034;1;0.027;0.537999999999999;Country
58;0.273;0.612;220200;0.804;0;9;0.311;-7.275;1;0.0543;0.841;Country
69;0.208;0.501;192000;0.836;0;2;0.152;-3.587;0;0.0491;0.618;Country
38;0.0387;0.589;200813;0.674;0;0;0.176;-5.076;1;0.0269;0.532;Country
42;0.916;0.463999999999999;183253;0.129;0.00151;0;0.254;-15.068;1;0.0336;0.2;Country
65;0.211;0.670999999999999;200600;0.872;0;5;0.16;-4.574;1;0.0458;0.907;Country
77;0.113;0.588;-1;0.408;0;11;0.13;-8.662;1;0.0237;0.484;Country
36;0.674;0.498;-1;0.36;0.00000106;7;0.11;-7.83299999999999;1;0.0277;0.096;Country
53;0.556;0.763;156667;0.364;0.0000202;7;0.0792;-14.244;1;0.0559;0.715;Country
55;0.135;0.682999999999999;193115;0.675999999999999;0;0;0.126;-7.26;0;0.0588;0.643;Country
43;0.314;0.57;235573;0.665;0;8;0.103;-7.657;1;0.0299;0.458999999999999;Country
56;0.093;0.709;205093;0.810999999999999;0.0000108;9;0.1;-6.603;1;0.0323;0.735;Country
49;0.276999999999999;0.733;169940;0.521;0;3;0.307;-7.87;1;0.196;0.31;Country
49;0.754;0.552;202627;0.293;0.00022;1;0.102;-12.855;1;0.0285;0.527;Country
37;0.0318;0.445;211691;0.447999999999999;0.0026;5;0.163999999999999;-8.986;1;0.0268;0.484;Country
51;0.238;0.576;-1;0.814;0.00000144;8;0.0984;-5.893;1;0.035;0.744;Country
40;0.406;0.508;237772;0.437999999999999;0.00000332;9;0.128;-7.63399999999999;1;0.0238;0.203;Country
60;0.133;0.689;194693;0.545;0;3;0.284;-4.30399999999999;1;0.0383;0.732;Country
44;0.0112;0.623;164881;0.72;0.00000117;5;0.42;-7.76;1;0.0735;0.221;Country
38;0.0211;0.548999999999999;262787;0.769;0.000985;5;0.11;-6.116;1;0.0334;0.501;Country
41;0.424;0.647;245733;0.233;0.0014199999999999;9;0.0914;-13.15;1;0.0361;0.402999999999999;Country
41;0.0432;0.458999999999999;204402;0.888;0.000012;10;0.100999999999999;-5.211;0;0.0618;0.636;Country
35;0.00583;0.677;181093;0.611;0;4;0.333999999999999;-5.61799999999999;0;0.0327;0.715;Country
42;0.602;0.522;254853;0.437;0;4;0.0922;-8.054;1;0.0318;0.333999999999999;Country
39;0.797;0.53;212547;0.39;0.00000441;9;0.289;-12.757;1;0.0352;0.447;Country
37;0.175;0.628;180760;0.822;0;1;0.28;-4.279;0;0.0372;0.83;Country
50;0.218999999999999;0.417;204947;0.624;0;2;0.107;-5.924;0;0.0324;0.249;Country
39;0.226999999999999;0.752;199393;0.44;0;6;0.263;-8.062;0;0.0317;0.418;Country
36;0.514;0.455;151040;0.853;0;7;0.13;-7.991;1;0.0387;0.928;Country
36;0.0478;0.532;223693;0.636;0.00000434;6;0.473;-4.63899999999999;1;0.0259;0.252;Country
37;0.69;0.251;-1;0.537999999999999;0.00000103;5;0.0849;-5.61799999999999;1;0.0313;0.26;Country
39;0.0133;0.486;-1;0.979;0.0008609999999999;5;0.176;-3.874;1;0.116999999999999;0.477;Country
39;0.727;0.44;290482;0.442999999999999;0;1;0.0844;-8.385;1;0.0318;0.297;Country
50;0.108;0.665;180760;0.732;0;4;0.107;-5.981;0;0.111;0.604;Country
65;0.00434;0.555;177067;0.895999999999999;0;3;0.145;-3.295;1;0.0388;0.578;Country
36;0.473;0.363;184743;0.558999999999999;0.0000247;10;0.178;-7.246;1;0.177;0.409;Country
42;0.0656;0.574;206400;0.897;0;1;0.304;-4.464;1;0.0395;0.75;Country
45;0.597;0.482;206107;0.571;0.00000591;6;0.118;-9.632;1;0.0274;0.195;Country
42;0.0415;0.502;205973;0.68;0.0000037;6;0.362;-5.707;1;0.0322;0.381;Country
43;0.358;0.597;202307;0.702;0.0000051;0;0.191;-4.575;1;0.032;0.469;Country
40;0.336;0.722;183424;0.598;0;8;0.145;-7.87;0;0.0715;0.611;Country
54;0.39;0.736;213693;0.721;0;5;0.653;-4.748;1;0.0319;0.921;Country
47;0.308;0.611;256613;0.787;0.0000124;0;0.0835;-5.957;1;0.073;0.428;Country
48;0.659;0.519;162507;0.374;0.00000688;9;0.644;-13.115;1;0.0314;0.521;Country
49;0.0133;0.672;173960;0.878;0;3;0.233999999999999;-3.338;1;0.0342;0.962;Country
46;0.650999999999999;0.562;287587;0.75;0.00000116;7;0.111;-7.99;1;0.152;0.513;Country
42;0.471;0.713;215333;0.53;0.0323;5;0.0938;-13.451;1;0.0707;0.529;Country
45;0.000246;0.401;175387;0.928;0;2;0.121;-4.125;1;0.0585;0.714;Country
40;0.943;0.638;201000;0.301;0.00705;2;0.13;-17.691;1;0.0474;0.675999999999999;Country
39;0.736;0.626;162867;0.72;0;5;0.307;-10.663;1;0.0369;0.959;Country
42;0.183;0.702;213184;0.569;0.0284;2;0.123;-7.186;0;0.0454;0.389;Country
40;0.782;0.719;133280;0.39;0;7;0.337;-11.622;1;0.0526;0.903;Country
41;0.0218;0.489;203947;0.856;0;1;0.38;-4.725;1;0.0609;0.476;Country
36;0.00309;0.713;231533;0.669;0.0000784;2;0.0826;-4.824;0;0.0241;0.382;Country
59;0.304;0.547;213133;0.672;0;2;0.0996;-5.023;1;0.0496;0.283;Country
59;0.314;0.491;202547;0.775999999999999;0;5;0.146;-3.887;1;0.0393;0.428;Country
52;0.0125;0.419;255234;0.670999999999999;0;9;0.115;-5.364;1;0.0312;0.311;Country
37;0.37;0.639;205533;0.606;0;6;0.369;-11.55;1;0.0685;0.873;Country
38;0.031;0.744;210013;0.809;0.0139999999999999;7;0.168;-3.914;1;0.0537;0.457999999999999;Country
39;0.264;0.336;-1;0.582;0.00000156;0;0.147;-5.11;1;0.0296;0.299;Country
44;0.418;0.445;185096;0.655;0.00000519;5;0.0829;-7.402;0;0.0694;0.62;Country
57;0.118;0.662999999999999;178190;0.48;0.000387;6;0.165;-9.267;1;0.0245;0.218;Country
44;0.333999999999999;0.657;208747;0.652;0.000011;1;0.106;-7.93;1;0.0248;0.939;Country
64;0.531;0.62;-1;0.584;0.113;3;0.962;-7.891;1;0.155;0.765999999999999;Country
53;0.327;0.38;276400;0.568;0;4;0.0822;-5.71299999999999;1;0.0436;0.259;Country
44;0.467999999999999;0.544;304400;0.301;0;5;0.127;-11.091;0;0.0352;0.226;Country
36;0.647;0.655;160640;0.871;0.00109;10;0.123;-7.252;1;0.0344;0.78;Country
41;0.0005269999999999;0.534;176427;0.843;0.0381;4;0.115999999999999;-5.25799999999999;1;0.031;0.787;Country
36;0.32;0.462;207507;0.572;0.0000184;7;0.38;-8.704;1;0.0297;0.37;Country
45;0.634;0.649;205614;0.623;0;5;0.0802;-6.03799999999999;1;0.0603;0.263;Country
42;0.718;0.402999999999999;274200;0.522;0.0192;7;0.147;-8.096;1;0.0407;0.542999999999999;Country
41;0.0427;0.618;209347;0.348;0.0000177;0;0.163999999999999;-9.146;1;0.0281;0.145;Country
78;0.0153;0.463999999999999;-1;0.813;0;1;0.254;-6.185;1;0.0416;0.516;Country
39;0.0359;0.427;216507;0.435;0.0000588;10;0.0978;-6.017;1;0.0273;0.213;Country
43;0.311;0.524;202667;0.83;0;10;0.333999999999999;-4.946;1;0.063;0.87;Country
63;0.35;0.691;198907;0.336;0.000684;3;0.119;-10.843;1;0.0392;0.613;Country
45;0.08;0.499;196863;0.836;0.00000147;6;0.244;-4.545;1;0.0468;0.869;Country
59;0.379;0.563;302960;0.574;0.0000466;7;0.142;-6.354;0;0.0286;0.814;Country
39;0.0941;0.548999999999999;194427;0.853;0.00000163;5;0.11;-5.377;1;0.0486;0.521;Country
0;0.218;0.528;238280;0.331;0;0;0.0992;-8.899;0;0.0289;0.181;Country
46;0.159;0.825;272195;0.588;0;9;0.0803;-5.195;1;0.0879;0.586;Country
53;0.431;0.643;170907;0.284;0.00000822;0;0.328999999999999;-17.665;1;0.0268;0.484;Country
38;0.728;0.762;223900;0.417;0;6;0.168;-9.3;1;0.0294;0.451;Country
48;0.0378;0.621;212547;0.805;0;9;0.0911;-6.54299999999999;1;0.0398;0.765999999999999;Country
42;0.3;0.750999999999999;201809;0.688;0;9;0.0679;-5.596;1;0.0243;0.643;Country
45;0.0205;0.483;191293;0.719;0.00000266;7;0.361;-4.939;1;0.0289;0.739;Country
50;0.545;0.56;348893;0.486;0.00000135;10;0.0589;-7.871;1;0.0361;0.436;Country
47;0.302;0.446;241680;0.947;0.000692;6;0.0979;-6.59399999999999;1;0.052;0.88;Country
42;0.397999999999999;0.583;154213;0.626;0.000559;5;0.154;-9.185;1;0.138;0.895;Country
47;0.0873;0.407;251800;0.718;0.00000131;7;0.205;-4.519;1;0.033;0.481;Country
54;0.0844;0.593;-1;0.837;0;0;0.148;-4.834;1;0.0302;0.569;Country
56;0.179;0.516;-1;0.885999999999999;0;10;0.135;-3.368;0;0.104;0.882;Country
50;0.272;0.574;228640;0.405;0.000254;4;0.100999999999999;-7.606;1;0.0266;0.275;Country
43;0.0392;0.519;192937;0.852;0;4;0.376;-3.931;1;0.0464;0.77;Country
50;0.315;0.516;267627;0.547;0.0000245;0;0.163;-9.693;1;0.0273;0.741;Country
0;0.787999999999999;0.451;212427;0.226999999999999;0.0054399999999999;1;0.106;-14.742;1;0.0382;0.259;Country
45;0.141;0.772;270027;0.760999999999999;0;7;0.0813;-8.271;1;0.0358;0.868;Country
48;0.178;0.622;286120;0.749;0.603;0;0.111;-10.201;1;0.0301;0.78;Country
37;0.271;0.608;194129;0.685;0;3;0.181;-5.49299999999999;1;0.0286;0.362;Country
39;0.188;0.408;-1;0.752;0.0000392;2;0.141;-5.725;1;0.0478;0.604;Country
50;0.100999999999999;0.53;231640;0.504;0.000633;7;0.106;-6.71;1;0.0251;0.56;Country
59;0.402999999999999;0.64;188840;0.532999999999999;0;7;0.176;-9.846;1;0.0264;0.652;Country
49;0.00149;0.481;207840;0.831;0.000389;5;0.262;-5.387;1;0.0427;0.506;Country
66;0.336;0.58;236507;0.587;0;8;0.355;-6.965;1;0.0289999999999999;0.246;Country
44;0.0205;0.376;341387;0.501;0.0000111;4;0.0748;-7.431;1;0.0287;0.39;Country
74;0.0832;0.51;226867;0.898;0;2;0.071;-3.15;1;0.0696;0.596;Country
49;0.21;0.527;215493;0.657999999999999;0;9;0.115;-5.141;1;0.0331;0.205;Country
69;0.0399;0.523;187996;0.774;0;9;0.168;-5.982;1;0.0459;0.46;Country
62;0.228999999999999;0.657;232053;0.714;0.000744;7;0.127;-4.986;1;0.0265;0.361;Country
60;0.317;0.709;242067;0.61;0;2;0.102;-7.206;1;0.0434;0.475;Country
54;0.0253;0.471;284440;0.839;0.0000431;1;0.367;-5.455;0;0.0762;0.585;Country
62;0.652;0.54;252772;0.465;0.0054399999999999;9;0.139;-11.259;1;0.0302;0.341;Country
54;0.414;0.627;194098;0.552999999999999;0;10;0.104;-7.233;1;0.0293;0.412;Country
40;0.542999999999999;0.541;-1;0.606;0.0000684;6;0.100999999999999;-7.847;1;0.0435;0.324;Country
51;0.096;0.56;183067;0.77;0.00000639;3;0.108;-4.694;1;0.0256;0.521;Country
44;0.472;0.640999999999999;274320;0.618;0;10;0.111999999999999;-8.611;1;0.218;0.685999999999999;Country
42;0.0887;0.619;269920;0.701;0.00000104;1;0.092;-5.55399999999999;1;0.0314;0.395;Country
58;0.122;0.685;191067;0.718;0;3;0.0556;-7.724;1;0.0521;0.958;Country
41;0.649;0.481;216373;0.0758;0;9;0.0859;-23.435;1;0.0433;0.14;Country
37;0.0241;0.406;217664;0.922;0;11;0.106;-3.903;1;0.0591;0.426;Country
57;0.336;0.567;205507;0.642;0;2;0.127;-4.836;1;0.0318;0.319;Country
55;0.198999999999999;0.694;207269;0.679;0;5;0.111;-6.911;1;0.118;0.0703;Country
40;0.295;0.83;250227;0.884;0;5;0.104;-4.386;1;0.0634;0.951;Country
21;0.453999999999999;0.895;220802;0.616;0;4;0.115;-6.015;1;0.207;0.276;Country
42;0.0332;0.525;188573;0.768;0;0;0.0884;-5.86;1;0.0283;0.657;Country
56;0.187;0.467999999999999;212924;0.874;0;9;0.0718;-4.45;0;0.0992;0.523;Country
43;0.131;0.685999999999999;216364;0.851;0;5;0.178;-4.678;1;0.0377;0.648;Country
48;0.0614;0.506;308413;0.72;0;8;0.0632;-6.994;1;0.0369;0.418;Country
52;0.855;0.417;231493;0.393999999999999;0;4;0.0971;-9.412;1;0.0513;0.125;Country
43;0.555;0.327999999999999;200240;0.365;0;5;0.146;-13.772;0;0.0582;0.344;Country
45;0.00533;0.574;185600;0.889;0.00000619;5;0.355;-4.691;1;0.06;0.692;Country
62;0.907;0.544;173267;0.368;0.00062;0;0.0904;-10.547;0;0.0521;0.408;Country
38;0.0491;0.522;242627;0.797;0.00237;4;0.143;-6.854;0;0.0508;0.649;Country
46;0.747;0.605;258147;0.503;0.0000051;0;0.723;-7.544;1;0.0308;0.239;Country
55;0.268999999999999;0.587;244160;0.489;0.0000992;5;0.0954;-12.269;1;0.0363;0.409;Country
40;0.717;0.640999999999999;230520;0.387999999999999;0.0000219;0;0.0849;-8.783;1;0.0292;0.276;Country
41;0.0656;0.519;255613;0.933;0.00134;9;0.473;-4.734;1;0.0444;0.895999999999999;Country
42;0.0341;0.608;197453;0.962;0;8;0.0768;-2.859;1;0.0451;0.763;Country
47;0.677999999999999;0.526;139067;0.314;0;6;0.367;-10.658;1;0.059;0.557;Country
52;0.0166;0.604;179314;0.739;0.00000554;4;0.294;-4.543;0;0.0273;0.597;Country
61;0.00355;0.325;-1;0.669;0.0902;2;0.699;-14.276;0;0.0366;0.717;Country
60;0.0629;0.385;319240;0.807999999999999;0;9;0.33;-6.67;1;0.045;0.546;Country
54;0.312;0.573;178880;0.539;0.00000317;3;0.0929;-5.964;1;0.0365;0.367;Country
56;0.567;0.655;196040;0.616;0.0000522;3;0.0697;-9.196;1;0.0292;0.561;Country
48;0.012;0.529;236520;0.777;0;9;0.115999999999999;-5.567;1;0.0319;0.38;Country
63;0.238;0.498;324040;0.723;0;1;0.353;-8.05299999999999;1;0.05;0.882;Country
52;0.213;0.594;178799;0.599;0;4;0.143;-5.852;0;0.0343;0.797;Country
34;0.193999999999999;0.817;183533;0.483;0.0000571;9;0.129;-13.628;1;0.0318;0.907;Country
57;0.00646;0.54;207893;0.86;0;4;0.629;-5.763;1;0.081;0.856;Country
52;0.408;0.612;157040;0.800999999999999;0.00000285;2;0.0824;-4.393;1;0.0329;0.837;Country
44;0.0167;0.61;192585;0.844;0.00000121;3;0.0703;-5.592;1;0.0664;0.852;Country
44;0.0462;0.675999999999999;195053;0.787999999999999;0;3;0.173;-5.757;1;0.0994;0.384;Country
43;0.179;0.587;-1;0.72;0;3;0.0878;-7.746;1;0.0278;0.33;Country
45;0.25;0.349;215933;0.51;0;2;0.321;-5.71899999999999;1;0.0451;0.203;Country
53;0.512;0.52;315973;0.154;0.000145;5;0.103;-12.164;1;0.03;0.166999999999999;Country
49;0.042;0.599;158760;0.932;0;1;0.123;-3.371;0;0.0423;0.961;Country
39;0.0715;0.562;175400;0.66;0.00161;2;0.243;-7.521;1;0.0319;0.38;Country
36;0.0501;0.526;-1;0.834;0.00000929;4;0.104;-4.491;1;0.0326;0.392999999999999;Country
49;0.422;0.59;-1;0.586;0.0000446;9;0.337;-9.158;1;0.0344;0.729;Country
52;0.402999999999999;0.692;-1;0.332999999999999;0.0000109;5;0.0885;-7.95;1;0.0272;0.158;Country
41;0.0977;0.72;167490;0.864;0.00137;7;0.106;-4.138;0;0.0475;0.853;Country
44;0.332999999999999;0.434;206733;0.45;0.0000205;0;0.0844;-10.347;1;0.0599;0.485;Country
51;0.195;0.542;226853;0.748;0.00000357;10;0.102;-6.688;1;0.0593;0.409;Country
55;0.45;0.631;187000;0.426;0;0;0.11;-12.819;1;0.0268;0.596;Country
52;0.176;0.831;169987;0.47;0;7;0.0969999999999999;-10.939;1;0.0529;0.79;Country
44;0.108;0.757;-1;0.696;0.000199;0;0.0517;-7.92299999999999;1;0.0286;0.97;Country
71;0.331;0.742;211893;0.638;0.000221;8;0.0584;-4.332;1;0.0239;0.748;Country
36;0.386;0.885999999999999;-1;0.785;0;5;0.179;-4.874;1;0.184;0.577;Country
41;0.151;0.77;176973;0.556;0.0000174;7;0.065;-10.898;0;0.0426;0.882;Country
38;0.0818;0.605;-1;0.615;0.00000222;3;0.123;-6.941;1;0.0276;0.298;Country
45;0.487;0.486;218427;0.557999999999999;0;11;0.135;-8.418;1;0.0609;0.515;Country
67;0.644;0.498;198973;0.408;0;8;0.0993;-7.946;1;0.0331;0.382999999999999;Country
46;0.571;0.434;279867;0.424;0.000533;0;0.144;-11.126;1;0.0351;0.599;Country
63;0.278999999999999;0.548999999999999;223387;0.563;0;6;0.215;-6.655;1;0.0669;0.81;Country
52;0.123;0.714;208787;0.523;0;10;0.0619;-6.044;1;0.0391;0.363;Country
35;0.625;0.348;-1;0.547999999999999;0.0137;9;0.0917;-5.075;1;0.0345;0.237;Country
36;0.134;0.660999999999999;196760;0.391;0;1;0.115;-14.818;1;0.0239;0.553999999999999;Country
44;0.397999999999999;0.354;437853;0.386;0.103;3;0.0911;-10.141;1;0.0332;0.181;Country
43;0.000354;0.76;257698;0.784;0;2;0.0719;-7.348;0;0.133;0.699;Country
40;0.111999999999999;0.535;269107;0.829;0;9;0.682999999999999;-4.432;1;0.0526;0.712;Country
39;0.631;0.631;210333;0.336;0.00000514;3;0.11;-10.989;1;0.0297;0.0927;Country
39;0.875;0.653;-1;0.262;0.0000133;3;0.198999999999999;-18.559;1;0.0458;0.684;Country
42;0.890999999999999;0.551;181773;0.305;0.00000142;2;0.258;-11.36;1;0.0321;0.42;Country
39;0.222;0.612;216973;0.525;0;4;0.100999999999999;-5.951;1;0.0257;0.211;Country
37;0.374;0.755;208760;0.462999999999999;0;9;0.0575;-8.374;1;0.0247;0.764;Country
45;0.0077599999999999;0.556;175067;0.866;0.0201;2;0.439;-6.29299999999999;0;0.0405;0.529;Country
47;0.778;0.391;197600;0.184;0;11;0.969;-11.759;1;0.0316;0.535;Country
0;0.0097299999999999;0.601;268386;0.831;0.163;3;0.321;-5.946;1;0.0283;0.707;Country
